epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,50.0251,0.90412,2.31477,1.44393,0.22705,0.67117,0.28338,0.17376,1.27239,2.17493,2.16535,0.0671692,0.000331624,0.000331624
2,83.8271,0.80968,1.7891,1.35304,0.2694,0.66363,0.37546,0.24937,1.05137,1.66552,1.80812,0.0341691,0.000664846,0.000664846
3,116.217,0.77546,1.6518,1.32042,0.25915,0.59227,0.359,0.20967,1.30202,1.81143,2.19608,0.00116856,0.00099762,0.00099762
4,148.152,0.7603,1.59236,1.31191,0.29016,0.63498,0.4172,0.32534,0.75287,1.50774,1.48763,0.000998489,0.000998489,0.000998489
5,180.072,0.74977,1.54663,1.30048,0.32537,0.63497,0.48535,0.36565,0.88425,1.42847,1.6085,0.000997316,0.000997316,0.000997316
6,212.564,0.70977,1.50917,1.26815,0.4099,0.65934,0.4907,0.41076,0.65332,1.42044,1.36322,0.000995808,0.000995808,0.000995808
7,244.799,0.68817,1.48069,1.25529,0.34813,0.60324,0.39529,0.32108,0.71009,1.61986,1.4451,0.000993967,0.000993967,0.000993967
8,277.046,0.6817,1.44986,1.24748,0.42124,0.6734,0.45314,0.37011,0.67418,1.52377,1.3543,0.000991795,0.000991795,0.000991795
9,309.05,0.67212,1.43696,1.24062,0.40196,0.73297,0.52765,0.4466,0.61097,1.28293,1.29389,0.000989292,0.000989292,0.000989292
10,341.508,0.65906,1.41601,1.2339,0.37539,0.6432,0.52385,0.42343,0.74658,1.33745,1.47824,0.000986461,0.000986461,0.000986461
11,373.968,0.66651,1.39821,1.23647,0.45424,0.66089,0.55689,0.47084,0.63842,1.18175,1.29912,0.000983304,0.000983304,0.000983304
12,406.078,0.64952,1.38836,1.2246,0.41754,0.71338,0.58484,0.48774,0.65701,1.15064,1.37814,0.000979822,0.000979822,0.000979822
13,438.546,0.64068,1.37869,1.21785,0.30261,0.63151,0.46423,0.37423,0.71739,1.57637,1.45239,0.000976018,0.000976018,0.000976018
14,470.608,0.64511,1.36549,1.22369,0.44241,0.62917,0.56057,0.4607,0.71854,1.28043,1.41485,0.000971894,0.000971894,0.000971894
15,503.027,0.6295,1.36426,1.21111,0.43686,0.69855,0.58521,0.49869,0.61279,1.18668,1.31168,0.000967454,0.000967454,0.000967454
16,534.915,0.62718,1.35219,1.2096,0.49166,0.62735,0.60027,0.51821,0.57525,1.13446,1.23858,0.000962701,0.000962701,0.000962701
17,567.372,0.62186,1.33145,1.2057,0.50733,0.66914,0.62132,0.53993,0.5372,1.11264,1.21698,0.000957637,0.000957637,0.000957637
