epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,114.914,1.92697,4.44597,3.00889,0.11866,0.43352,0.13928,0.08202,3.11831,11.4739,5.51432,0.0671692,0.000331624,0.000331624
2,199.878,1.8784,3.61841,2.89997,0.2052,0.56426,0.24713,0.17548,1.95538,3.56934,3.62662,0.0341691,0.000664846,0.000664846
3,282.587,1.73223,3.43827,2.77552,0.19747,0.5919,0.31017,0.22731,1.85314,3.28166,3.57162,0.00116856,0.00099762,0.00099762
4,365.053,1.68284,3.36364,2.74168,0.23679,0.63984,0.34326,0.26258,1.78109,3.11758,3.34312,0.000998489,0.000998489,0.000998489
5,447.534,1.60726,3.25854,2.67917,0.25836,0.64165,0.38741,0.31368,1.48345,3.2238,2.98485,0.000997316,0.000997316,0.000997316
6,530.007,1.50501,3.13414,2.59122,0.34649,0.65475,0.40818,0.34459,1.26948,2.73455,2.63723,0.000995808,0.000995808,0.000995808
7,612.347,1.45016,3.07993,2.56032,0.32023,0.66674,0.45385,0.39304,1.14559,2.61744,2.52803,0.000993967,0.000993967,0.000993967
8,694.76,1.43325,3.01949,2.53911,0.37166,0.67654,0.45583,0.38358,1.2504,2.69416,2.6588,0.000991795,0.000991795,0.000991795
9,777.097,1.43023,2.98661,2.53175,0.3814,0.65518,0.45222,0.37921,1.26439,2.5847,2.64739,0.000989292,0.000989292,0.000989292
10,859.118,1.39459,2.93763,2.51571,0.38429,0.68095,0.45563,0.39471,1.12764,2.60117,2.51953,0.000986461,0.000986461,0.000986461
11,941.566,1.41497,2.91094,2.52193,0.40716,0.6444,0.50387,0.42631,1.27247,2.35017,2.62415,0.000983304,0.000983304,0.000983304
12,1023.89,1.37072,2.88739,2.49195,0.42303,0.66806,0.52673,0.44839,1.22502,2.2638,2.5752,0.000979822,0.000979822,0.000979822
13,1106.01,1.35113,2.84564,2.47366,0.3858,0.67113,0.52059,0.45687,1.06028,2.29889,2.39946,0.000976018,0.000976018,0.000976018
14,1188.29,1.35237,2.80032,2.47733,0.31992,0.63607,0.39423,0.33404,1.16332,2.84365,2.48958,0.000971894,0.000971894,0.000971894
15,1270.46,1.31001,2.78908,2.44875,0.44956,0.66019,0.54366,0.47119,1.11256,2.21831,2.42243,0.000967454,0.000967454,0.000967454
16,1352.85,1.29333,2.76938,2.44057,0.40822,0.67195,0.53527,0.46111,1.1559,2.37958,2.52878,0.000962701,0.000962701,0.000962701
17,1435.02,1.29014,2.73103,2.43719,0.44967,0.64387,0.5644,0.49438,1.07252,2.25256,2.40338,0.000957637,0.000957637,0.000957637
18,1517.26,1.29946,2.74623,2.4357,0.47031,0.65701,0.58605,0.50555,1.17349,2.19217,2.47333,0.000952267,0.000952267,0.000952267
19,1599.83,1.27386,2.70921,2.41904,0.49198,0.66716,0.60441,0.53396,1.03614,2.10639,2.37647,0.000946593,0.000946593,0.000946593
20,1682.12,1.2671,2.6794,2.41949,0.46025,0.68934,0.60266,0.52938,1.0382,2.12767,2.36254,0.00094062,0.00094062,0.00094062
21,1764.18,1.25654,2.63767,2.40745,0.482,0.6272,0.57148,0.49873,1.10744,2.43116,2.40862,0.000934352,0.000934352,0.000934352
