epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,82.5086,1.86164,5.39403,2.91136,0.16183,0.29797,0.12878,0.06354,3.31831,6.25158,4.85867,0.0671692,0.000331624,0.000331624
2,131.373,1.77159,3.38875,2.79053,0.33515,0.60955,0.38964,0.30647,1.64088,3.0676,3.15309,0.0341691,0.000664846,0.000664846
3,178.857,1.66384,3.23101,2.69538,0.28453,0.55298,0.34598,0.24862,1.82651,3.47409,3.37972,0.00116856,0.00099762,0.00099762
4,225.807,1.62862,3.17202,2.67831,0.28796,0.60316,0.40553,0.30969,1.76213,2.92018,3.22466,0.000998489,0.000998489,0.000998489
5,272.575,1.59099,3.06501,2.64148,0.38022,0.61675,0.47661,0.3968,1.35889,2.66988,2.70666,0.000997316,0.000997316,0.000997316
6,319.489,1.48678,2.99035,2.55978,0.42323,0.61703,0.50468,0.42188,1.278,2.48711,2.71387,0.000995808,0.000995808,0.000995808
7,366.277,1.4282,2.91639,2.52702,0.38119,0.64813,0.47267,0.40464,1.23867,2.93969,2.69257,0.000993967,0.000993967,0.000993967
8,413.182,1.41638,2.85299,2.50732,0.47055,0.65243,0.55424,0.47306,1.21407,2.36224,2.57519,0.000991795,0.000991795,0.000991795
9,459.707,1.39935,2.81537,2.49893,0.38405,0.62096,0.50888,0.44001,1.15186,2.6293,2.53667,0.000989292,0.000989292,0.000989292
10,506.618,1.37008,2.79547,2.4792,0.44035,0.57873,0.55467,0.47963,1.14752,2.2841,2.53473,0.000986461,0.000986461,0.000986461
11,553.028,1.38885,2.74766,2.48828,0.46717,0.6563,0.57192,0.49089,1.18354,2.23143,2.53484,0.000983304,0.000983304,0.000983304
12,599.274,1.33937,2.73312,2.453,0.48427,0.67626,0.60216,0.52696,1.07168,2.13393,2.42556,0.000979822,0.000979822,0.000979822
13,645.888,1.31992,2.69455,2.43523,0.47765,0.65689,0.58791,0.49993,1.25538,2.20792,2.60094,0.000976018,0.000976018,0.000976018
14,692.327,1.31485,2.65303,2.43379,0.43555,0.67665,0.57232,0.49717,1.118,2.3562,2.45544,0.000971894,0.000971894,0.000971894
15,739.13,1.29054,2.65442,2.41853,0.48935,0.65138,0.5971,0.52465,1.05919,2.13501,2.392,0.000967454,0.000967454,0.000967454
16,785.535,1.27614,2.63049,2.41239,0.52997,0.62846,0.60396,0.52493,1.11352,2.17615,2.45054,0.000962701,0.000962701,0.000962701
17,832.348,1.266,2.59363,2.40365,0.55525,0.63107,0.6218,0.54782,1.06293,2.16026,2.39303,0.000957637,0.000957637,0.000957637
18,878.709,1.28287,2.60048,2.41265,0.56852,0.6623,0.64724,0.56706,1.0612,1.96968,2.37581,0.000952267,0.000952267,0.000952267
19,925.815,1.25525,2.57842,2.39248,0.55309,0.65386,0.64214,0.5658,1.03061,2.0074,2.37573,0.000946593,0.000946593,0.000946593
20,972.265,1.24087,2.54596,2.38632,0.54637,0.68314,0.66243,0.58464,1.04471,1.95525,2.38083,0.00094062,0.00094062,0.00094062
21,1018.81,1.23497,2.50029,2.3806,0.58525,0.68136,0.65986,0.57833,1.05976,1.94672,2.39984,0.000934352,0.000934352,0.000934352
22,1065.34,1.24758,2.50378,2.3901,0.5924,0.68218,0.6821,0.60006,1.03378,1.94128,2.38905,0.000927794,0.000927794,0.000927794
23,1111.94,1.20752,2.46172,2.36101,0.58396,0.69497,0.69258,0.61545,0.98429,1.96531,2.3115,0.000920949,0.000920949,0.000920949
24,1159.05,1.21278,2.47648,2.36621,0.61442,0.66816,0.69975,0.62195,0.99172,1.84319,2.34678,0.000913822,0.000913822,0.000913822
25,1205.57,1.21157,2.43647,2.36611,0.59538,0.68763,0.70474,0.62837,0.99497,1.81681,2.32191,0.000906418,0.000906418,0.000906418
26,1252.28,1.19652,2.43248,2.35099,0.61087,0.68599,0.70232,0.62824,0.96192,1.8933,2.2983,0.000898743,0.000898743,0.000898743
27,1298.54,1.19297,2.41076,2.34664,0.62708,0.68931,0.72245,0.64378,0.9767,1.75244,2.32144,0.000890802,0.000890802,0.000890802
28,1345.32,1.18852,2.38675,2.33957,0.63935,0.67256,0.70684,0.63054,0.98161,1.85359,2.31391,0.000882599,0.000882599,0.000882599
29,1391.99,1.17707,2.36125,2.33964,0.61649,0.70339,0.71424,0.63685,0.96658,1.772,2.28141,0.000874141,0.000874141,0.000874141
30,1438.79,1.16645,2.36213,2.32944,0.6472,0.65424,0.71634,0.63686,0.97696,1.79104,2.31077,0.000865433,0.000865433,0.000865433
31,1485.29,1.16516,2.3733,2.33003,0.62263,0.68843,0.72512,0.64884,0.95391,1.73993,2.27758,0.000856482,0.000856482,0.000856482
32,1531.89,1.16107,2.34163,2.31683,0.60674,0.71025,0.71952,0.64067,0.98424,1.84571,2.32783,0.000847294,0.000847294,0.000847294
