epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.9106,0.9178,2.00372,1.45588,0.18408,0.63081,0.29322,0.18275,1.12476,2.80593,2.34813,0.0671692,0.000331624,0.000331624
2,147.467,0.88708,1.74403,1.41823,0.41867,0.5064,0.38664,0.30734,0.77109,1.58954,1.55131,0.0341691,0.000664846,0.000664846
3,216.884,0.83552,1.65835,1.36901,0.21029,0.60302,0.33334,0.24677,0.95366,2.2126,1.74815,0.00116856,0.00099762,0.00099762
4,286.159,0.80207,1.60333,1.34673,0.26923,0.57655,0.3584,0.23093,1.13429,1.70387,1.92716,0.000998489,0.000998489,0.000998489
5,355.377,0.77765,1.55051,1.32267,0.35027,0.63506,0.49746,0.38605,0.87003,1.3204,1.62429,0.000997316,0.000997316,0.000997316
6,424.646,0.72761,1.50417,1.28433,0.39555,0.69649,0.47468,0.39413,0.65585,1.40702,1.38121,0.000995808,0.000995808,0.000995808
7,494.075,0.71089,1.48333,1.275,0.38712,0.66405,0.46749,0.39809,0.61202,1.38517,1.29338,0.000993967,0.000993967,0.000993967
8,563.215,0.70437,1.44703,1.26581,0.41013,0.6897,0.53308,0.45037,0.63786,1.2199,1.31081,0.000991795,0.000991795,0.000991795
9,632.694,0.69212,1.4413,1.2575,0.41358,0.69993,0.54038,0.43916,0.70571,1.24007,1.44401,0.000989292,0.000989292,0.000989292
10,701.862,0.67924,1.42197,1.25108,0.43486,0.66243,0.56178,0.48842,0.54836,1.13748,1.25287,0.000986461,0.000986461,0.000986461
11,771.13,0.68595,1.40215,1.25156,0.45251,0.68572,0.57361,0.49493,0.57193,1.10655,1.26392,0.000983304,0.000983304,0.000983304
12,840.304,0.66774,1.39072,1.23966,0.50161,0.67657,0.60768,0.51621,0.5906,1.08039,1.28046,0.000979822,0.000979822,0.000979822
13,909.808,0.64856,1.37411,1.22326,0.46044,0.66644,0.59057,0.50483,0.57585,1.14152,1.25648,0.000976018,0.000976018,0.000976018
14,979.007,0.65847,1.3534,1.23222,0.39705,0.6833,0.55536,0.48232,0.55328,1.33238,1.22647,0.000971894,0.000971894,0.000971894
15,1048.33,0.6339,1.34894,1.21549,0.49839,0.69583,0.62759,0.54757,0.54801,1.04701,1.22111,0.000967454,0.000967454,0.000967454
16,1117.63,0.63478,1.34604,1.2153,0.51177,0.69995,0.63927,0.55328,0.56502,1.05331,1.23217,0.000962701,0.000962701,0.000962701
17,1187.21,0.62601,1.32242,1.20996,0.50717,0.68624,0.61376,0.53239,0.55103,1.12077,1.23387,0.000957637,0.000957637,0.000957637
18,1256.59,0.63356,1.32898,1.21452,0.55182,0.69344,0.64727,0.56943,0.5068,1.02389,1.182,0.000952267,0.000952267,0.000952267
19,1326.01,0.6263,1.31846,1.20686,0.50254,0.65091,0.62194,0.54868,0.50787,1.12815,1.18328,0.000946593,0.000946593,0.000946593
20,1395.06,0.62308,1.29662,1.20611,0.52866,0.6735,0.64668,0.56271,0.53743,1.04936,1.20731,0.00094062,0.00094062,0.00094062
21,1464.33,0.6143,1.27645,1.19744,0.562,0.69557,0.67132,0.59319,0.50699,1.02099,1.18468,0.000934352,0.000934352,0.000934352
22,1533.77,0.61778,1.27605,1.20244,0.57971,0.70435,0.68569,0.59942,0.51723,0.98358,1.20661,0.000927794,0.000927794,0.000927794
23,1603.28,0.60158,1.25485,1.18862,0.5546,0.69953,0.67179,0.58521,0.54108,1.04585,1.20315,0.000920949,0.000920949,0.000920949
24,1672.54,0.60436,1.2557,1.18955,0.59072,0.68468,0.68144,0.60229,0.51028,0.93897,1.18167,0.000913822,0.000913822,0.000913822
25,1742.2,0.60272,1.24905,1.19178,0.57702,0.66587,0.67709,0.59117,0.53341,1.0365,1.19849,0.000906418,0.000906418,0.000906418
26,1811.62,0.59889,1.23991,1.18433,0.59258,0.69324,0.68951,0.60808,0.51005,1.03457,1.18178,0.000898743,0.000898743,0.000898743
27,1881.23,0.59529,1.22375,1.18218,0.63954,0.69184,0.72893,0.64553,0.50019,0.89413,1.18664,0.000890802,0.000890802,0.000890802
28,1950.8,0.5878,1.21493,1.17594,0.61339,0.71458,0.71549,0.63341,0.49059,0.91274,1.15691,0.000882599,0.000882599,0.000882599
29,2020.29,0.58308,1.20231,1.17533,0.57837,0.71651,0.6999,0.61381,0.52499,0.96555,1.18905,0.000874141,0.000874141,0.000874141
30,2089.67,0.58215,1.20447,1.17256,0.65348,0.69687,0.73442,0.65603,0.48158,0.89418,1.14738,0.000865433,0.000865433,0.000865433
31,2159.43,0.58125,1.21306,1.17311,0.63907,0.71321,0.71642,0.63428,0.49162,0.91876,1.16672,0.000856482,0.000856482,0.000856482
32,2228.87,0.57843,1.19439,1.16731,0.61186,0.70481,0.71132,0.63202,0.48964,0.92562,1.15476,0.000847294,0.000847294,0.000847294
33,2298.38,0.57681,1.18951,1.16451,0.65919,0.67643,0.7315,0.64576,0.50043,0.88269,1.18484,0.000837874,0.000837874,0.000837874
34,2367.92,0.57165,1.17143,1.16642,0.64951,0.71027,0.73843,0.65663,0.49131,0.88501,1.16167,0.00082823,0.00082823,0.00082823
35,2437.45,0.56844,1.16673,1.16585,0.66802,0.69349,0.74536,0.66474,0.48476,0.89137,1.16247,0.000818367,0.000818367,0.000818367
36,2508.27,0.56404,1.15874,1.15736,0.64314,0.70793,0.725,0.64682,0.48666,0.91584,1.17022,0.000808293,0.000808293,0.000808293
37,2577.82,0.55565,1.15574,1.1547,0.65856,0.70154,0.74129,0.66149,0.47249,0.88287,1.14277,0.000798015,0.000798015,0.000798015
38,2647.14,0.56313,1.15604,1.15795,0.64356,0.74094,0.7583,0.67767,0.47514,0.8512,1.15152,0.000787539,0.000787539,0.000787539
39,2716.82,0.55509,1.1429,1.15405,0.63929,0.72894,0.74454,0.66381,0.48181,0.87912,1.1516,0.000776873,0.000776873,0.000776873
40,2786.12,0.55703,1.13867,1.15216,0.68038,0.69261,0.75195,0.67519,0.47081,0.85865,1.13932,0.000766024,0.000766024,0.000766024
41,2855.4,0.55342,1.11563,1.15091,0.65268,0.7196,0.74798,0.66893,0.47823,0.85718,1.14024,0.000755,0.000755,0.000755
42,2924.74,0.55452,1.13385,1.15048,0.66528,0.70464,0.7489,0.67285,0.46412,0.86376,1.12845,0.000743808,0.000743808,0.000743808
43,2994.1,0.54363,1.1089,1.14782,0.66505,0.70935,0.75095,0.67848,0.45497,0.86048,1.12388,0.000732455,0.000732455,0.000732455
44,3063.62,0.54626,1.10911,1.14732,0.63975,0.75329,0.7624,0.68492,0.46497,0.83381,1.12511,0.00072095,0.00072095,0.00072095
45,3133.13,0.55052,1.11119,1.14936,0.68964,0.69322,0.76414,0.69146,0.44737,0.83218,1.11145,0.000709301,0.000709301,0.000709301
46,3202.57,0.54182,1.09272,1.14049,0.679,0.70381,0.76224,0.68625,0.46144,0.83537,1.13079,0.000697515,0.000697515,0.000697515
47,3272.03,0.52709,1.07821,1.13272,0.65934,0.73728,0.75456,0.67663,0.47465,0.84871,1.14372,0.0006856,0.0006856,0.0006856
48,3341.24,0.53487,1.07534,1.14143,0.65207,0.72593,0.75496,0.68274,0.45183,0.8724,1.11593,0.000673565,0.000673565,0.000673565
49,3410.74,0.53687,1.07372,1.13533,0.65458,0.74889,0.76393,0.6894,0.45356,0.82945,1.1226,0.000661418,0.000661418,0.000661418
50,3480.19,0.53573,1.07178,1.13966,0.67976,0.70534,0.76159,0.68565,0.45764,0.84065,1.13031,0.000649168,0.000649168,0.000649168
51,3549.79,0.52782,1.06653,1.13522,0.68652,0.68957,0.76537,0.69432,0.44778,0.83742,1.11929,0.000636821,0.000636821,0.000636821
