epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.7941,0.92845,2.01205,1.46111,0.23931,0.5667,0.25223,0.18779,0.88773,2.14779,1.91348,0.0671692,0.000331624,0.000331624
2,129.923,0.8861,1.75761,1.41504,0.19646,0.58466,0.27628,0.20994,0.82454,1.96891,1.55993,0.0341691,0.000664846,0.000664846
3,179.98,0.83812,1.67136,1.37221,0.29006,0.67035,0.39167,0.30009,0.85219,1.63452,1.6162,0.00116856,0.00099762,0.00099762
4,229.966,0.81841,1.62482,1.35839,0.24676,0.57853,0.35094,0.24654,1.11724,1.73127,2.27796,0.000998489,0.000998489,0.000998489
5,279.753,0.78662,1.58674,1.32982,0.3276,0.69724,0.45997,0.3407,0.85292,1.4124,1.61182,0.000997316,0.000997316,0.000997316
6,329.587,0.73666,1.53887,1.29251,0.40019,0.69416,0.46112,0.37682,0.68068,1.36185,1.41531,0.000995808,0.000995808,0.000995808
7,379.47,0.71623,1.5111,1.27702,0.34083,0.69265,0.50026,0.41819,0.63872,1.33047,1.40143,0.000993967,0.000993967,0.000993967
8,429.245,0.71018,1.48351,1.26724,0.38025,0.69319,0.51548,0.43619,0.62046,1.22906,1.2942,0.000991795,0.000991795,0.000991795
9,479.35,0.69276,1.46125,1.25685,0.32999,0.6604,0.4769,0.39493,0.64162,1.41964,1.33425,0.000989292,0.000989292,0.000989292
10,529.093,0.6801,1.44947,1.24868,0.45452,0.68467,0.55623,0.47787,0.58085,1.15336,1.25869,0.000986461,0.000986461,0.000986461
11,579.05,0.69276,1.4335,1.25553,0.43138,0.70616,0.57775,0.48842,0.62249,1.15459,1.28163,0.000983304,0.000983304,0.000983304
12,629.016,0.66606,1.41498,1.23515,0.43957,0.64007,0.55724,0.48042,0.56144,1.2406,1.24433,0.000979822,0.000979822,0.000979822
13,678.87,0.65053,1.3953,1.22134,0.45832,0.65745,0.56724,0.48966,0.56283,1.23287,1.23741,0.000976018,0.000976018,0.000976018
14,728.714,0.65819,1.38177,1.23022,0.46739,0.69409,0.59546,0.50142,0.64714,1.11999,1.30479,0.000971894,0.000971894,0.000971894
15,778.746,0.64343,1.37929,1.21742,0.448,0.65806,0.58857,0.51033,0.54623,1.15704,1.22398,0.000967454,0.000967454,0.000967454
16,828.636,0.63476,1.37286,1.21332,0.50262,0.65996,0.60185,0.52621,0.53393,1.10014,1.20651,0.000962701,0.000962701,0.000962701
17,878.624,0.62888,1.35264,1.21078,0.52903,0.65704,0.6261,0.54118,0.55333,1.08741,1.22999,0.000957637,0.000957637,0.000957637
18,928.658,0.63758,1.35322,1.21591,0.54343,0.67898,0.62907,0.54289,0.56943,1.05913,1.22863,0.000952267,0.000952267,0.000952267
19,978.592,0.62549,1.34434,1.20658,0.53293,0.64762,0.64172,0.56202,0.53192,1.06213,1.20119,0.000946593,0.000946593,0.000946593
20,1028.46,0.62179,1.32786,1.20556,0.52459,0.67015,0.64206,0.55478,0.55779,1.09391,1.21965,0.00094062,0.00094062,0.00094062
21,1078.4,0.61452,1.30864,1.19819,0.54543,0.70676,0.65508,0.56669,0.55521,1.04651,1.21225,0.000934352,0.000934352,0.000934352
22,1128.34,0.61973,1.30901,1.20073,0.54202,0.69234,0.64451,0.55365,0.56128,1.13433,1.23823,0.000927794,0.000927794,0.000927794
23,1178.24,0.60317,1.28621,1.18803,0.61756,0.66468,0.7039,0.61606,0.5282,0.95096,1.18811,0.000920949,0.000920949,0.000920949
24,1228.17,0.60868,1.29514,1.1908,0.60558,0.63979,0.66528,0.58117,0.53824,1.02172,1.19911,0.000913822,0.000913822,0.000913822
25,1277.99,0.60587,1.27391,1.19287,0.61331,0.6893,0.69937,0.61367,0.52949,0.95501,1.20963,0.000906418,0.000906418,0.000906418
26,1327.89,0.59932,1.27131,1.18407,0.598,0.68295,0.69806,0.6117,0.52731,0.99025,1.19527,0.000898743,0.000898743,0.000898743
27,1377.7,0.59784,1.25138,1.18381,0.61168,0.67277,0.69866,0.61315,0.5147,0.95534,1.18006,0.000890802,0.000890802,0.000890802
