epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,260.728,1.12154,1.82404,1.6826,0.45899,0.5847,0.2872,0.17527,1.35343,1.68512,2.42393,0.000332872,0.000332872,0.0670457
2,513.928,1.03612,1.65171,1.59936,0.36746,0.61403,0.36764,0.25265,1.11771,1.44895,2.12352,0.000666093,0.000666093,0.0340456
3,761.639,0.97972,1.56623,1.55129,0.28964,0.56758,0.37745,0.25344,1.13668,1.46276,2.08374,0.000998867,0.000998867,0.00104504
4,1008.36,0.94093,1.52008,1.51618,0.50957,0.63341,0.44515,0.31267,1.02086,1.27005,1.95238,0.000998489,0.000998489,0.000998489
5,1255.46,0.91473,1.46755,1.49352,0.37136,0.63037,0.46236,0.33678,0.9767,1.17987,1.94097,0.000997316,0.000997316,0.000997316
6,1502.4,0.90218,1.44652,1.48273,0.52214,0.59279,0.47478,0.35218,0.93519,1.19843,1.85049,0.000995808,0.000995808,0.000995808
7,1749.12,0.88633,1.41689,1.46781,0.52831,0.58356,0.49139,0.36264,0.96467,1.12115,1.88885,0.000993967,0.000993967,0.000993967
8,1996.43,0.87791,1.40758,1.46206,0.41113,0.64037,0.5134,0.38164,0.93261,1.12002,1.87976,0.000991795,0.000991795,0.000991795
9,2243.42,0.87014,1.38358,1.45419,0.43479,0.61155,0.51623,0.38402,0.94265,1.07665,1.9439,0.000989292,0.000989292,0.000989292
10,2490.07,0.86275,1.37565,1.44819,0.55138,0.60652,0.52521,0.39919,0.90028,1.06282,1.80858,0.000986461,0.000986461,0.000986461
11,2738.11,0.85497,1.37019,1.44075,0.51031,0.61746,0.54889,0.41691,0.87941,1.04971,1.8095,0.000983304,0.000983304,0.000983304
12,2985.04,0.84808,1.34854,1.43549,0.57904,0.59611,0.54689,0.41676,0.87799,1.02945,1.80811,0.000979822,0.000979822,0.000979822
13,3231.27,0.83721,1.33146,1.4267,0.43509,0.64937,0.54806,0.4109,0.90861,1.04431,1.84654,0.000976018,0.000976018,0.000976018
14,3478.04,0.83069,1.32637,1.42035,0.49303,0.62875,0.56188,0.43177,0.85997,0.99416,1.76407,0.000971894,0.000971894,0.000971894
15,3725.35,0.82944,1.31103,1.41888,0.46443,0.65852,0.55808,0.42195,0.9063,1.06317,1.82415,0.000967454,0.000967454,0.000967454
16,3972.05,0.82819,1.30734,1.4174,0.48752,0.67468,0.5793,0.44367,0.85525,0.97721,1.77717,0.000962701,0.000962701,0.000962701
17,4219.01,0.82087,1.30019,1.41311,0.49474,0.67144,0.58059,0.44224,0.87108,0.99403,1.77216,0.000957637,0.000957637,0.000957637
18,4465.49,0.81705,1.28238,1.40963,0.521,0.64187,0.59191,0.45162,0.85025,0.97649,1.76555,0.000952267,0.000952267,0.000952267
19,4712.48,0.8097,1.28185,1.40158,0.52649,0.62496,0.59669,0.45797,0.84756,0.95325,1.72557,0.000946593,0.000946593,0.000946593
20,4960.11,0.80747,1.27575,1.4018,0.52319,0.6657,0.59737,0.46082,0.83557,0.93801,1.75434,0.00094062,0.00094062,0.00094062
21,5206.96,0.80491,1.26408,1.39873,0.51092,0.65214,0.60267,0.46426,0.83596,0.93693,1.71775,0.000934352,0.000934352,0.000934352
22,5456.62,0.80031,1.26211,1.39445,0.51698,0.68511,0.61018,0.46943,0.83966,0.92875,1.72598,0.000927794,0.000927794,0.000927794
23,5703.73,0.80051,1.25363,1.39428,0.51462,0.67538,0.61411,0.47374,0.83994,0.91906,1.75386,0.000920949,0.000920949,0.000920949
24,5950.63,0.78891,1.2368,1.38728,0.55145,0.64315,0.61545,0.47609,0.8254,0.91925,1.71956,0.000913822,0.000913822,0.000913822
25,6198.04,0.79315,1.24177,1.38877,0.54255,0.65619,0.61788,0.47872,0.82842,0.91775,1.73275,0.000906418,0.000906418,0.000906418
26,6445.36,0.78921,1.23049,1.38396,0.52253,0.68946,0.6238,0.4809,0.8268,0.90858,1.73576,0.000898743,0.000898743,0.000898743
27,6692.49,0.78401,1.22318,1.38165,0.53647,0.65834,0.62173,0.48198,0.82853,0.9099,1.73095,0.000890802,0.000890802,0.000890802
28,6939.37,0.77965,1.223,1.37872,0.53384,0.6868,0.62783,0.49029,0.80976,0.90176,1.71358,0.000882599,0.000882599,0.000882599
29,7186.3,0.77637,1.20274,1.37493,0.53742,0.66845,0.63102,0.49174,0.81364,0.90305,1.72079,0.000874141,0.000874141,0.000874141
30,7433.4,0.77617,1.20375,1.37493,0.52925,0.70549,0.63305,0.49374,0.81205,0.89849,1.72295,0.000865433,0.000865433,0.000865433
31,7680.93,0.77588,1.20111,1.37318,0.58143,0.63309,0.63683,0.49635,0.80716,0.89753,1.71388,0.000856482,0.000856482,0.000856482
32,7927.86,0.7731,1.19185,1.372,0.59699,0.61744,0.63768,0.49585,0.80325,0.90094,1.70806,0.000847294,0.000847294,0.000847294
33,8174.75,0.77502,1.18639,1.37252,0.54683,0.6773,0.64126,0.49795,0.80543,0.89856,1.71091,0.000837874,0.000837874,0.000837874
34,8421.95,0.76265,1.18332,1.36437,0.53646,0.69566,0.6433,0.50076,0.80543,0.89501,1.71295,0.00082823,0.00082823,0.00082823
35,8669.46,0.76194,1.17624,1.36277,0.56665,0.64525,0.64686,0.50371,0.80751,0.89263,1.72437,0.000818367,0.000818367,0.000818367
36,8916.66,0.76107,1.159,1.36062,0.53518,0.70244,0.65082,0.5063,0.80826,0.89143,1.71808,0.000808293,0.000808293,0.000808293
37,9163.57,0.75757,1.17324,1.35958,0.53864,0.70351,0.65343,0.5084,0.80737,0.88645,1.71741,0.000798015,0.000798015,0.000798015
38,9411.04,0.75015,1.15541,1.35531,0.53007,0.71342,0.65461,0.50931,0.8044,0.88482,1.7111,0.000787539,0.000787539,0.000787539
39,9658.58,0.74914,1.14342,1.35275,0.55668,0.68015,0.65431,0.50821,0.80318,0.88279,1.70812,0.000776873,0.000776873,0.000776873
40,9904.79,0.75466,1.14418,1.35707,0.56523,0.67865,0.65579,0.51003,0.80349,0.88214,1.71165,0.000766024,0.000766024,0.000766024
