epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,220.096,1.14142,1.85108,1.70418,0.46866,0.52211,0.24779,0.13352,1.48997,2.03514,2.7393,0.000332872,0.000332872,0.0670457
2,410.426,1.05746,1.67262,1.62077,0.41859,0.58721,0.35023,0.23591,1.15308,1.65229,2.1849,0.000666093,0.000666093,0.0340456
3,593.795,0.99369,1.59015,1.56647,0.34332,0.61945,0.39219,0.27542,1.07685,1.34794,2.08098,0.000998867,0.000998867,0.00104504
4,776.668,0.96046,1.55386,1.53659,0.39072,0.66567,0.43704,0.31002,1.05205,1.2099,2.09327,0.000998489,0.000998489,0.000998489
5,995.986,0.93007,1.49728,1.50954,0.34437,0.57043,0.39735,0.29514,1.00893,32.3596,1.9644,0.000997316,0.000997316,0.000997316
6,1179.03,0.91525,1.4776,1.49755,0.48726,0.60108,0.46424,0.33763,0.98812,1.21488,1.97959,0.000995808,0.000995808,0.000995808
7,1362.23,0.90252,1.44721,1.48514,0.52482,0.5601,0.47255,0.35055,0.96763,1.18106,1.93729,0.000993967,0.000993967,0.000993967
8,1545.84,0.89042,1.43018,1.47438,0.52147,0.60136,0.48806,0.36113,0.94769,1.12731,1.93133,0.000991795,0.000991795,0.000991795
9,1729.52,0.87807,1.41322,1.46454,0.41127,0.60693,0.49872,0.37471,0.92576,1.10594,1.94257,0.000989292,0.000989292,0.000989292
10,1913.11,0.87288,1.39952,1.45903,0.5314,0.62916,0.51296,0.38568,0.91666,1.07516,1.85877,0.000986461,0.000986461,0.000986461
11,2096.82,0.86776,1.394,1.45403,0.58717,0.5832,0.52751,0.39918,0.88911,1.04438,1.81249,0.000983304,0.000983304,0.000983304
12,2280.26,0.86114,1.37286,1.44893,0.57536,0.60183,0.54093,0.40996,0.89417,1.04029,1.8368,0.000979822,0.000979822,0.000979822
13,2463.54,0.85174,1.36026,1.44054,0.44802,0.66289,0.5386,0.40872,0.88592,1.0432,1.82923,0.000976018,0.000976018,0.000976018
14,2647.15,0.84686,1.35406,1.43662,0.45069,0.59179,0.54917,0.41526,0.89127,1.01563,1.86307,0.000971894,0.000971894,0.000971894
15,2830.67,0.84231,1.33696,1.43327,0.53496,0.60905,0.55536,0.42394,0.88196,1.01426,1.80085,0.000967454,0.000967454,0.000967454
16,3014.09,0.8421,1.33337,1.43249,0.44779,0.67315,0.56437,0.43051,0.87201,1.00153,1.82046,0.000962701,0.000962701,0.000962701
17,3197.71,0.83495,1.33283,1.42871,0.47054,0.60185,0.57521,0.44215,0.8517,0.97079,1.82708,0.000957637,0.000957637,0.000957637
18,3381.62,0.82823,1.31011,1.42128,0.4779,0.66709,0.57805,0.43931,0.86963,0.99714,1.81981,0.000952267,0.000952267,0.000952267
19,3564.77,0.8226,1.30912,1.41586,0.53987,0.58546,0.57906,0.44362,0.85794,0.97043,1.79473,0.000946593,0.000946593,0.000946593
20,3748.39,0.81993,1.30656,1.41567,0.51314,0.65234,0.58305,0.45207,0.82471,0.95606,1.77008,0.00094062,0.00094062,0.00094062
21,3931.93,0.82009,1.29956,1.41445,0.50756,0.64769,0.59021,0.45367,0.84794,0.9588,1.81283,0.000934352,0.000934352,0.000934352
22,4115.98,0.81696,1.29196,1.41107,0.5005,0.67077,0.59336,0.4579,0.84583,0.94917,1.78639,0.000927794,0.000927794,0.000927794
23,4299.78,0.81093,1.28008,1.40564,0.50251,0.65676,0.59626,0.46101,0.83629,0.9388,1.79506,0.000920949,0.000920949,0.000920949
24,4483.34,0.80211,1.26676,1.39992,0.52667,0.63289,0.60149,0.46408,0.83575,0.94201,1.79225,0.000913822,0.000913822,0.000913822
25,4666.94,0.80573,1.27491,1.40225,0.53277,0.62988,0.60448,0.46635,0.83763,0.9298,1.8138,0.000906418,0.000906418,0.000906418
26,4850.64,0.8012,1.25801,1.39721,0.53645,0.65737,0.60844,0.47013,0.83374,0.92662,1.76967,0.000898743,0.000898743,0.000898743
27,5034.18,0.79788,1.25457,1.39573,0.56904,0.63593,0.61418,0.47511,0.82183,0.91991,1.7485,0.000890802,0.000890802,0.000890802
28,5217.93,0.79236,1.25488,1.39253,0.54407,0.65128,0.61925,0.48138,0.81736,0.9076,1.77149,0.000882599,0.000882599,0.000882599
29,5401.92,0.78852,1.24002,1.3893,0.53063,0.68423,0.61994,0.4804,0.81946,0.91264,1.77706,0.000874141,0.000874141,0.000874141
30,5585.33,0.78737,1.23883,1.38804,0.54836,0.65215,0.62159,0.48515,0.81126,0.90789,1.77497,0.000865433,0.000865433,0.000865433
31,5769.05,0.78989,1.23211,1.38798,0.54114,0.6781,0.62824,0.48988,0.81086,0.90521,1.77669,0.000856482,0.000856482,0.000856482
32,5953.15,0.78359,1.22856,1.38404,0.56445,0.6606,0.63005,0.49157,0.80904,0.90901,1.76684,0.000847294,0.000847294,0.000847294
33,6137,0.78306,1.22887,1.38243,0.56345,0.66018,0.6295,0.49175,0.80492,0.90354,1.76293,0.000837874,0.000837874,0.000837874
34,6320.74,0.77672,1.22061,1.37805,0.55041,0.66239,0.62754,0.49067,0.80329,0.90401,1.75637,0.00082823,0.00082823,0.00082823
35,6504.44,0.77517,1.21662,1.37656,0.553,0.66767,0.63274,0.495,0.80377,0.90282,1.76278,0.000818367,0.000818367,0.000818367
36,6688,0.77401,1.1994,1.37399,0.57933,0.64142,0.63755,0.49793,0.80223,0.90161,1.75989,0.000808293,0.000808293,0.000808293
37,6872.14,0.77067,1.20965,1.37299,0.57664,0.65218,0.6415,0.50178,0.8021,0.8987,1.75816,0.000798015,0.000798015,0.000798015
38,7055.98,0.76651,1.19469,1.37092,0.58609,0.65696,0.64403,0.50409,0.80356,0.89624,1.75944,0.000787539,0.000787539,0.000787539
39,7239.85,0.76428,1.18699,1.3676,0.59468,0.64939,0.64561,0.5059,0.80154,0.89459,1.75918,0.000776873,0.000776873,0.000776873
40,7423.94,0.76771,1.19003,1.37073,0.5837,0.65743,0.64788,0.50777,0.79951,0.89356,1.75447,0.000766024,0.000766024,0.000766024
41,7607.98,0.7646,1.18649,1.36895,0.57261,0.66819,0.64834,0.50789,0.79782,0.89363,1.74628,0.000755,0.000755,0.000755
42,7792.18,0.76021,1.18228,1.36327,0.57955,0.65712,0.65009,0.50979,0.79572,0.89434,1.74245,0.000743808,0.000743808,0.000743808
43,7975.85,0.75884,1.17236,1.36408,0.58942,0.65592,0.65215,0.51146,0.79488,0.89377,1.74206,0.000732455,0.000732455,0.000732455
44,8159.93,0.75654,1.16793,1.36239,0.58947,0.65492,0.65397,0.51285,0.79415,0.89276,1.73992,0.00072095,0.00072095,0.00072095
45,8343.81,0.75906,1.16883,1.36344,0.58479,0.66457,0.65522,0.51447,0.79243,0.89152,1.73671,0.000709301,0.000709301,0.000709301
46,8527.8,0.7481,1.15876,1.35595,0.58502,0.66401,0.65639,0.51497,0.79091,0.89017,1.73484,0.000697515,0.000697515,0.000697515
47,8712.12,0.74735,1.15338,1.35409,0.5868,0.67387,0.65788,0.51684,0.78912,0.88989,1.73317,0.0006856,0.0006856,0.0006856
48,8896.37,0.74722,1.15163,1.35542,0.58949,0.67299,0.65834,0.51775,0.7879,0.88908,1.73303,0.000673565,0.000673565,0.000673565
49,9080.33,0.74924,1.14451,1.35624,0.59446,0.66802,0.6594,0.51814,0.78736,0.88838,1.73217,0.000661418,0.000661418,0.000661418
50,9264.55,0.74425,1.14295,1.35231,0.59339,0.67279,0.66066,0.51897,0.78738,0.88855,1.73231,0.000649168,0.000649168,0.000649168
51,9448.51,0.74549,1.14088,1.35158,0.59312,0.67025,0.66063,0.51926,0.78701,0.88881,1.73134,0.000636821,0.000636821,0.000636821
52,9632.3,0.74287,1.13157,1.34884,0.59238,0.67193,0.66094,0.51953,0.78648,0.88866,1.73073,0.000624388,0.000624388,0.000624388
53,9816.31,0.73918,1.12994,1.34774,0.59183,0.67163,0.66141,0.52006,0.78574,0.88874,1.72944,0.000611877,0.000611877,0.000611877
54,10000.7,0.7427,1.13175,1.34816,0.59152,0.67165,0.66188,0.52048,0.78583,0.88903,1.73033,0.000599295,0.000599295,0.000599295
55,10184.9,0.73689,1.12213,1.34472,0.59517,0.66915,0.66265,0.52109,0.78603,0.88942,1.73132,0.000586653,0.000586653,0.000586653
56,10368.7,0.73154,1.11603,1.34183,0.5962,0.66747,0.66256,0.52182,0.78551,0.88976,1.73178,0.000573958,0.000573958,0.000573958
57,10552.8,0.73332,1.11563,1.34145,0.59485,0.66823,0.66309,0.5226,0.78552,0.88977,1.73366,0.000561219,0.000561219,0.000561219
58,10737,0.73479,1.1089,1.34382,0.59238,0.67001,0.66365,0.52296,0.78526,0.88955,1.7348,0.000548445,0.000548445,0.000548445
59,10921.1,0.73172,1.10696,1.34002,0.59054,0.67165,0.6642,0.52346,0.78505,0.88969,1.73559,0.000535645,0.000535645,0.000535645
60,11104.6,0.72718,1.09609,1.33705,0.59205,0.6709,0.66488,0.52402,0.78508,0.89007,1.73678,0.000522827,0.000522827,0.000522827
61,11288.4,0.72619,1.09741,1.33706,0.59099,0.6754,0.665,0.52427,0.78477,0.88958,1.73637,0.00051,0.00051,0.00051
62,11472.4,0.72618,1.09387,1.33728,0.59145,0.67445,0.66579,0.52481,0.78417,0.8894,1.73581,0.000497173,0.000497173,0.000497173
63,11656.5,0.72216,1.08183,1.33262,0.59482,0.67002,0.66609,0.5251,0.78395,0.8898,1.73621,0.000484355,0.000484355,0.000484355
64,11840.6,0.71942,1.08094,1.33108,0.59625,0.67011,0.66647,0.52551,0.78379,0.89002,1.73697,0.000471555,0.000471555,0.000471555
65,12024.7,0.71888,1.07413,1.33089,0.61618,0.65171,0.66758,0.52639,0.78364,0.89022,1.73756,0.000458781,0.000458781,0.000458781
66,12208.8,0.71638,1.0765,1.32845,0.60947,0.65436,0.66843,0.52719,0.78334,0.89035,1.73897,0.000446042,0.000446042,0.000446042
67,12392.9,0.71552,1.07291,1.32904,0.6122,0.65629,0.66924,0.52767,0.78317,0.89021,1.73946,0.000433347,0.000433347,0.000433347
68,12577,0.71489,1.06213,1.32767,0.60062,0.67517,0.66977,0.52796,0.78283,0.8904,1.73986,0.000420705,0.000420705,0.000420705
69,12761,0.71147,1.05686,1.32552,0.603,0.67653,0.6706,0.5289,0.78241,0.89099,1.74025,0.000408123,0.000408123,0.000408123
70,12944.9,0.71565,1.05718,1.32671,0.60418,0.67926,0.67147,0.52928,0.78224,0.89171,1.7404,0.000395612,0.000395612,0.000395612
71,13128.9,0.71095,1.05241,1.32414,0.60361,0.6786,0.67226,0.53002,0.78204,0.89243,1.73981,0.000383179,0.000383179,0.000383179
72,13313,0.70776,1.04392,1.32243,0.60374,0.6783,0.67283,0.53073,0.78214,0.89315,1.73986,0.000370832,0.000370832,0.000370832
73,13497.3,0.70475,1.04598,1.32019,0.60474,0.67954,0.67373,0.53149,0.78205,0.89407,1.73972,0.000358582,0.000358582,0.000358582
74,13681.5,0.70449,1.0415,1.31866,0.60886,0.67959,0.6744,0.53169,0.7817,0.89484,1.73923,0.000346435,0.000346435,0.000346435
75,13866,0.70447,1.0401,1.32111,0.60944,0.67916,0.67509,0.5323,0.78155,0.89525,1.73887,0.0003344,0.0003344,0.0003344
76,14050.2,0.70094,1.03095,1.31634,0.61085,0.6742,0.67554,0.53198,0.78153,0.8966,1.73896,0.000322485,0.000322485,0.000322485
77,14234.6,0.69693,1.02177,1.31378,0.61337,0.67454,0.67579,0.53172,0.78171,0.90044,1.73977,0.000310699,0.000310699,0.000310699
78,14419,0.69823,1.02685,1.31574,0.61891,0.66983,0.67607,0.53207,0.78167,0.91109,1.73994,0.00029905,0.00029905,0.00029905
79,14604.4,0.69762,1.02169,1.31283,0.6107,0.67425,0.67591,0.53206,0.78164,0.95493,1.74093,0.000287545,0.000287545,0.000287545
80,14791.5,0.69478,1.01506,1.31057,0.61902,0.66724,0.67533,0.53183,0.78142,1.11133,1.74155,0.000276192,0.000276192,0.000276192
81,14980.8,0.6972,1.00929,1.31216,0.62433,0.66249,0.67316,0.53029,0.78096,1.48554,1.7413,0.000265,0.000265,0.000265
82,15173.6,0.69192,1.00866,1.30823,0.63619,0.63793,0.66365,0.52393,0.78071,2.47807,1.7412,0.000253976,0.000253976,0.000253976
83,15369.4,0.69288,1.00116,1.30842,0.66273,0.58992,0.65184,0.51575,0.78065,4.27927,1.74205,0.000243127,0.000243127,0.000243127
84,15566.9,0.68998,0.99576,1.30667,0.65465,0.57323,0.63871,0.50603,0.78043,6.46182,1.74271,0.000232461,0.000232461,0.000232461
85,15766.3,0.68799,0.99387,1.30455,0.63828,0.57365,0.6202,0.49272,0.78063,9.59994,1.74395,0.000221985,0.000221985,0.000221985
86,15968,0.68955,0.98972,1.30642,0.62715,0.56565,0.59469,0.47282,0.78019,14.3372,1.74442,0.000211707,0.000211707,0.000211707
87,16171.9,0.68734,0.98758,1.30347,0.60979,0.5571,0.57174,0.45499,0.7802,19.5108,1.74553,0.000201633,0.000201633,0.000201633
88,16378.7,0.68771,0.98562,1.30641,0.58326,0.54647,0.55016,0.43919,0.77997,29.3396,1.74621,0.00019177,0.00019177,0.00019177
89,16590.5,0.68272,0.97409,1.30298,0.55152,0.55286,0.53323,0.4267,0.77944,45.2422,1.74664,0.000182126,0.000182126,0.000182126
90,16806.3,0.6839,0.97609,1.30087,0.49446,0.63296,0.52533,0.42094,0.77928,inf,1.74765,0.000172706,0.000172706,0.000172706
91,17025.2,0.68133,0.9722,1.30038,0.48984,0.639,0.52556,0.42125,0.77889,inf,1.7479,0.000163518,0.000163518,0.000163518
92,17245.9,0.68217,0.97188,1.30255,0.48745,0.64176,0.52293,0.42009,0.77849,inf,1.74801,0.000154567,0.000154567,0.000154567
93,17468.3,0.67986,0.97171,1.30129,0.50404,0.62185,0.52251,0.41991,0.77833,inf,1.74861,0.000145859,0.000145859,0.000145859
94,17692,0.6816,0.97021,1.30033,0.50147,0.63026,0.52175,0.4191,0.77794,inf,1.74812,0.000137401,0.000137401,0.000137401
95,17917.5,0.68132,0.96952,1.29944,0.50646,0.62223,0.52216,0.41937,0.77766,inf,1.74778,0.000129198,0.000129198,0.000129198
