epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,471.478,1.1696,1.85182,1.7306,0.5786,0.06259,0.00744,0.00129,3.21895,5.02923,4.0837,0.000332872,0.000332872,0.0670457
2,907.461,1.07906,1.72447,1.63804,0.38249,0.54109,0.31433,0.20764,1.19545,1.5413,2.21386,0.000666093,0.000666093,0.0340456
3,1331.87,1.01906,1.642,1.58682,0.39454,0.55214,0.31853,0.21692,1.13525,1.51053,2.0695,0.000998867,0.000998867,0.00104504
4,1767.41,0.97654,1.60126,1.54575,0,0,0,0,1.07122,inf,2.0129,0.000998489,0.000998489,0.000998489
5,2192.89,0.94677,1.54923,1.5216,0.28201,0.48685,0.36874,0.26435,1.00431,21.8667,1.92461,0.000997316,0.000997316,0.000997316
6,2617.33,0.92816,1.51903,1.50506,0.46683,0.56514,0.39924,0.26215,1.15198,1.35874,2.27238,0.000995808,0.000995808,0.000995808
7,3041.46,0.9081,1.48401,1.48731,0.49141,0.56112,0.44454,0.32622,0.95816,1.24891,1.8557,0.000993967,0.000993967,0.000993967
8,3466,0.90345,1.46734,1.48219,0.31155,0.58981,0.39311,0.27889,1.00585,1.46776,2.02775,0.000991795,0.000991795,0.000991795
9,3890.3,0.88901,1.4514,1.47065,0.37005,0.60463,0.46437,0.34236,0.93622,1.18989,1.88774,0.000989292,0.000989292,0.000989292
10,4314.49,0.88493,1.43895,1.46466,0.34287,0.58742,0.45661,0.32395,1.02995,1.17912,2.02866,0.000986461,0.000986461,0.000986461
11,4738.26,0.87835,1.43396,1.45848,0.539,0.56635,0.49064,0.36416,0.91692,1.12398,1.84663,0.000983304,0.000983304,0.000983304
12,5162.44,0.86872,1.41592,1.45289,0.50868,0.60016,0.48139,0.36108,0.92837,1.15209,1.84733,0.000979822,0.000979822,0.000979822
13,5595.11,0.86034,1.40238,1.44535,0.12245,0.00093,0.06162,0.04725,0.92789,inf,1.85895,0.000976018,0.000976018,0.000976018
14,6019.9,0.858,1.39306,1.44369,0.3148,0.65415,0.42278,0.3213,0.89896,12.3038,1.8325,0.000971894,0.000971894,0.000971894
15,6444.56,0.85002,1.37853,1.43573,0.60918,0.44968,0.48389,0.36635,0.89212,2.71229,1.82713,0.000967454,0.000967454,0.000967454
16,6869.26,0.84568,1.37821,1.43354,0.4384,0.61735,0.51692,0.39637,0.87325,1.05725,1.7826,0.000962701,0.000962701,0.000962701
17,7293.41,0.84055,1.3712,1.43093,0.56713,0.60379,0.53007,0.40426,0.87687,1.04571,1.7745,0.000957637,0.000957637,0.000957637
18,7717.86,0.83822,1.35338,1.42602,0.44075,0.63717,0.53827,0.41112,0.8717,1.0328,1.75059,0.000952267,0.000952267,0.000952267
19,8142.73,0.82845,1.34702,1.4183,0.49031,0.61552,0.53613,0.40916,0.86561,1.07139,1.75668,0.000946593,0.000946593,0.000946593
20,8566.49,0.82976,1.34712,1.4202,0.46579,0.64322,0.55085,0.42319,0.84763,1.00606,1.75373,0.00094062,0.00094062,0.00094062
21,9020.25,0.82555,1.33026,1.4167,0.40422,0.67745,0.51778,0.40034,0.85894,7.32484,1.75451,0.000934352,0.000934352,0.000934352
22,9444.77,0.82387,1.33258,1.41356,0.4905,0.66035,0.5566,0.42381,0.86594,1.01478,1.79025,0.000927794,0.000927794,0.000927794
23,9869.01,0.82026,1.32359,1.41095,0.47994,0.64301,0.56119,0.43265,0.84669,0.99544,1.76481,0.000920949,0.000920949,0.000920949
24,10293.7,0.8071,1.31108,1.40226,0.5107,0.635,0.56335,0.43382,0.84281,0.99251,1.7684,0.000913822,0.000913822,0.000913822
25,10729.4,0.81507,1.31482,1.40678,0,0,0,0,0.85243,inf,1.78011,0.000906418,0.000906418,0.000906418
26,11153.6,0.81185,1.30495,1.40197,0.48832,0.6355,0.57112,0.44289,0.83034,0.97321,1.71429,0.000898743,0.000898743,0.000898743
27,11578.2,0.81274,1.29675,1.40426,0.506,0.65994,0.58011,0.45036,0.83073,0.96672,1.70577,0.000890802,0.000890802,0.000890802
28,12002.9,0.80616,1.30265,1.40019,0.50865,0.6399,0.58093,0.45191,0.82458,0.964,1.71776,0.000882599,0.000882599,0.000882599
29,12427.5,0.8003,1.28057,1.39678,0.51604,0.64391,0.5834,0.4551,0.8212,0.96119,1.7115,0.000874141,0.000874141,0.000874141
30,12852,0.80223,1.28308,1.3961,0.51927,0.62712,0.58755,0.45723,0.82021,0.95809,1.70847,0.000865433,0.000865433,0.000865433
31,13275.6,0.80129,1.27812,1.39512,0.52531,0.63084,0.58875,0.45865,0.82227,0.95571,1.72064,0.000856482,0.000856482,0.000856482
32,13699.9,0.79945,1.27231,1.39332,0.53668,0.62277,0.59028,0.45984,0.8231,0.95493,1.71707,0.000847294,0.000847294,0.000847294
33,14123.8,0.79844,1.26788,1.39199,0.51482,0.63179,0.59444,0.46278,0.8241,0.95026,1.72359,0.000837874,0.000837874,0.000837874
34,14548.1,0.7932,1.26489,1.38857,0.5043,0.64931,0.5958,0.46356,0.82313,0.9447,1.72834,0.00082823,0.00082823,0.00082823
35,14972.2,0.79127,1.26351,1.38716,0.524,0.64105,0.59888,0.46691,0.82166,0.94032,1.72684,0.000818367,0.000818367,0.000818367
36,15396.2,0.78653,1.2449,1.38193,0.52173,0.64363,0.60186,0.47015,0.81628,0.93892,1.71308,0.000808293,0.000808293,0.000808293
37,15820.6,0.78601,1.25313,1.38268,0.53228,0.64139,0.60432,0.47221,0.81442,0.93602,1.7095,0.000798015,0.000798015,0.000798015
38,16244.6,0.78028,1.24165,1.37883,0.52697,0.65317,0.60731,0.47472,0.81281,0.93385,1.70601,0.000787539,0.000787539,0.000787539
